,State/Province,Postcode,Store Number,City,Country,Population,Median Age,Household Income,Per Capita Income,Latitude,Longitude,Poverty Count,Race White,Race African American,Race American Indian,Race Asian,Race Pacific Islander,Race Two or More,ageCategory,ageBinned,householdCategory,householdBinned
5430,TX,78746.0,5,Austin,US,27928.0,41.5,128184.0,80898.0,30.29,-97.8,1490.0,24245.0,234.0,5.0,2197.0,196.0,1461.0,3,"(35, 55]",3,"(120000, 180000]"
5431,TX,78748.0,4,Austin,US,46679.0,32.9,70141.0,32018.0,30.18,-97.79,3882.0,38478.0,2202.0,56.0,2065.0,69.0,3864.0,2,"(18, 35]",2,"(60000, 120000]"
5432,TX,78749.0,4,Austin,US,36210.0,36.6,89713.0,42215.0,30.23,-97.82,2106.0,30269.0,1009.0,153.0,3119.0,0.0,2368.0,3,"(35, 55]",2,"(60000, 120000]"
5433,TX,78750.0,1,Austin,US,28626.0,39.1,76285.0,42435.0,30.45,-97.79,2438.0,22983.0,598.0,9.0,3529.0,22.0,1805.0,3,"(35, 55]",2,"(60000, 120000]"
5434,TX,78756.0,1,Austin,US,8908.0,35.4,64978.0,47118.0,30.31,-97.74,944.0,7482.0,338.0,0.0,564.0,66.0,438.0,2,"(35, 55]",2,"(60000, 120000]"
5435,TX,78757.0,1,Austin,US,23118.0,37.8,61497.0,38542.0,30.36,-97.74,3769.0,19373.0,372.0,26.0,792.0,0.0,824.0,3,"(35, 55]",2,"(60000, 120000]"
5436,TX,78759.0,4,Austin,US,40629.0,38.9,71647.0,48713.0,30.4,-97.73,2545.0,32430.0,1561.0,44.0,4490.0,0.0,2772.0,3,"(35, 55]",2,"(60000, 120000]"
5437,TX,78840.0,1,Del Rio,US,48348.0,31.9,42291.0,18642.0,29.39,-100.9,9621.0,45009.0,517.0,206.0,207.0,69.0,1462.0,2,"(18, 35]",1,"(0, 60000]"
5438,TX,79016.0,1,Canyon,US,112.0,19.8,0.0,4863.0,34.98,-101.92,0.0,80.0,22.0,0.0,5.0,0.0,10.0,2,"(18, 35]",1,
5439,TX,79065.0,1,Pampa,US,21383.0,36.9,43243.0,21438.0,35.55,-100.97,2620.0,18224.0,1073.0,272.0,91.0,29.0,1168.0,3,"(35, 55]",1,"(0, 60000]"
5440,TX,79103.0,1,Amarillo,US,11765.0,31.1,42973.0,17505.0,35.19,-101.8,2074.0,9944.0,583.0,20.0,72.0,0.0,661.0,2,"(18, 35]",1,"(0, 60000]"
5441,TX,79109.0,1,Amarillo,US,43388.0,37.4,56127.0,32388.0,35.19,-101.87,4413.0,38597.0,1744.0,216.0,672.0,20.0,2339.0,3,"(35, 55]",2,"(0, 60000]"
5442,TX,79121.0,1,Amarillo,US,6575.0,50.9,77551.0,46193.0,35.19,-101.93,262.0,6108.0,134.0,16.0,145.0,0.0,239.0,3,"(35, 55]",2,"(60000, 120000]"
5443,TX,79124.0,1,Amarillo,US,8502.0,38.9,83320.0,41981.0,35.18,-101.94,425.0,7553.0,308.0,24.0,380.0,0.0,342.0,3,"(35, 55]",2,"(60000, 120000]"
5444,TX,79336.0,1,Levelland,US,17209.0,32.6,51081.0,22778.0,33.59,-102.37,2311.0,14455.0,654.0,218.0,74.0,6.0,703.0,2,"(18, 35]",2,"(0, 60000]"
5445,TX,79401.0,1,Lubbock,US,7799.0,22.4,15463.0,11288.0,33.59,-101.87,4579.0,5772.0,876.0,77.0,342.0,4.0,500.0,2,"(18, 35]",1,"(0, 60000]"
5446,TX,79403.0,1,Lubbock,US,17073.0,33.7,33385.0,14881.0,33.66,-101.82,4196.0,10056.0,4243.0,91.0,14.0,7.0,801.0,2,"(18, 35]",1,"(0, 60000]"
5447,TX,79407.0,3,Lubbock,US,18243.0,31.5,43131.0,28246.0,33.58,-101.94,2791.0,15522.0,925.0,180.0,423.0,0.0,679.0,2,"(18, 35]",1,"(0, 60000]"
5448,TX,79416.0,1,Lubbock,US,33839.0,27.1,45749.0,24666.0,33.59,-101.92,6892.0,27171.0,1914.0,89.0,1138.0,21.0,2447.0,2,"(18, 35]",1,"(0, 60000]"
5449,TX,79423.0,2,Lubbock,US,35245.0,34.1,58818.0,30156.0,33.52,-101.87,3003.0,30203.0,1222.0,112.0,405.0,0.0,2621.0,2,"(18, 35]",2,"(0, 60000]"
5450,TX,79424.0,3,Lubbock,US,43576.0,37.1,77171.0,39123.0,33.52,-101.91,2483.0,37894.0,896.0,303.0,1488.0,92.0,1712.0,3,"(35, 55]",2,"(60000, 120000]"
5451,TX,79601.0,2,Abilene,US,28056.0,30.2,36211.0,15115.0,32.48,-99.69,5382.0,20079.0,4228.0,460.0,686.0,0.0,1004.0,2,"(18, 35]",1,"(0, 60000]"
5452,TX,79605.0,2,Abilene,US,29264.0,33.0,42397.0,23051.0,32.43,-99.76,4282.0,24294.0,2651.0,115.0,342.0,33.0,1383.0,2,"(18, 35]",1,"(0, 60000]"
5453,TX,79606.0,1,Abilene,US,24026.0,31.8,57102.0,29464.0,32.4,-99.76,2559.0,19333.0,1826.0,45.0,802.0,0.0,1300.0,2,"(18, 35]",2,"(0, 60000]"
5454,TX,79699.0,1,Abilene,US,199.0,19.3,0.0,4647.0,32.39,-99.7,0.0,139.0,51.0,0.0,0.0,0.0,0.0,2,"(18, 35]",1,
5455,TX,79701.0,1,Midland,US,29659.0,30.5,52004.0,23420.0,31.97,-102.07,4863.0,22855.0,2564.0,177.0,61.0,0.0,886.0,2,"(18, 35]",2,"(0, 60000]"
5456,TX,79705.0,3,Midland,US,35954.0,34.5,71416.0,39576.0,32.04,-102.12,3429.0,28867.0,3548.0,102.0,503.0,5.0,2181.0,2,"(18, 35]",2,"(60000, 120000]"
5457,TX,79707.0,2,Midland,US,36158.0,35.4,82925.0,48169.0,32.03,-102.14,2097.0,30720.0,2090.0,114.0,1074.0,111.0,1796.0,2,"(35, 55]",2,"(60000, 120000]"
5458,TX,79761.0,1,Odessa,US,33502.0,31.4,50195.0,24115.0,31.85,-102.37,5297.0,26560.0,2617.0,99.0,208.0,0.0,2151.0,2,"(18, 35]",2,"(0, 60000]"
5459,TX,79762.0,4,Odessa,US,43084.0,31.3,62317.0,31207.0,31.89,-102.33,4388.0,36891.0,1662.0,188.0,623.0,0.0,3326.0,2,"(18, 35]",2,"(60000, 120000]"
5460,TX,79901.0,1,El Paso,US,10347.0,40.3,14019.0,10179.0,31.76,-106.49,5779.0,8597.0,238.0,42.0,14.0,0.0,306.0,3,"(35, 55]",1,"(0, 60000]"
5461,TX,79902.0,1,El Paso,US,20834.0,37.3,31152.0,24257.0,31.77,-106.5,5600.0,15956.0,472.0,76.0,507.0,0.0,705.0,3,"(35, 55]",1,"(0, 60000]"
5462,TX,79906.0,2,Ft. Bliss,US,4874.0,21.4,45438.0,15272.0,31.81,-106.41,706.0,3407.0,901.0,21.0,229.0,0.0,485.0,2,"(18, 35]",1,"(0, 60000]"
5463,TX,79912.0,3,El Paso,US,79252.0,34.0,60256.0,30394.0,31.87,-106.53,12112.0,60230.0,1682.0,428.0,2539.0,31.0,4179.0,2,"(18, 35]",2,"(60000, 120000]"
5464,TX,79924.0,1,El Paso,US,59019.0,32.8,40533.0,17321.0,31.9,-106.44,13238.0,49324.0,4498.0,130.0,1106.0,1.0,2368.0,2,"(18, 35]",1,"(0, 60000]"
5465,TX,79925.0,7,El Paso,US,40639.0,35.5,45305.0,22084.0,31.8,-106.38,5524.0,34692.0,1505.0,169.0,346.0,43.0,1136.0,2,"(35, 55]",1,"(0, 60000]"
5466,TX,79932.0,2,El Paso,US,27136.0,32.0,53186.0,24371.0,31.91,-106.57,4347.0,20231.0,364.0,32.0,205.0,0.0,1099.0,2,"(18, 35]",2,"(0, 60000]"
5467,TX,79936.0,5,El Paso,US,113887.0,31.2,51784.0,21567.0,31.79,-106.27,16362.0,100932.0,2105.0,540.0,1118.0,83.0,2718.0,2,"(18, 35]",2,"(0, 60000]"
5468,TX,79968.0,1,El Paso,US,0.0,0.0,0.0,0.0,31.77,-106.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
5469,UT,84003.0,1,American Fork,US,45184.0,25.9,79033.0,26305.0,40.37,-111.79,4078.0,42356.0,238.0,337.0,640.0,174.0,2276.0,2,"(18, 35]",2,"(60000, 120000]"
5470,UT,84005.0,1,Eagle Mountain,US,24933.0,21.6,69289.0,19235.0,40.36,-111.97,1456.0,23504.0,215.0,19.0,214.0,119.0,831.0,2,"(18, 35]",2,"(60000, 120000]"
5471,UT,84009.0,2,South Jordan,US,0.0,0.0,0.0,0.0,40.54,-111.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
5472,UT,84010.0,3,Woods Cross,US,45782.0,34.7,62782.0,27784.0,40.88,-111.89,4109.0,42299.0,110.0,175.0,677.0,342.0,1941.0,2,"(18, 35]",2,"(60000, 120000]"
5473,UT,84014.0,1,Centerville,US,16387.0,35.2,78438.0,31049.0,40.92,-111.89,732.0,15591.0,178.0,45.0,207.0,25.0,420.0,2,"(35, 55]",2,"(60000, 120000]"
5474,UT,84015.0,3,West Point,US,63699.0,29.4,59489.0,20808.0,41.14,-112.02,6134.0,54281.0,1240.0,377.0,1672.0,212.0,4299.0,2,"(18, 35]",2,"(0, 60000]"
5475,UT,84020.0,1,Draper,US,44297.0,31.2,95804.0,35642.0,40.53,-111.86,2070.0,40282.0,350.0,199.0,1233.0,165.0,1665.0,2,"(18, 35]",2,"(60000, 120000]"
5476,UT,84025.0,2,Farmington,US,21277.0,29.0,92698.0,31681.0,40.99,-111.91,769.0,20078.0,340.0,112.0,203.0,31.0,760.0,2,"(18, 35]",2,"(60000, 120000]"
5477,UT,84032.0,1,Heber City,US,20140.0,30.3,63613.0,25018.0,40.51,-111.41,2246.0,19317.0,14.0,22.0,358.0,0.0,620.0,2,"(18, 35]",2,"(60000, 120000]"
5478,UT,84040.0,1,Layton,US,23372.0,34.2,90887.0,34578.0,41.06,-111.94,1013.0,20577.0,486.0,39.0,587.0,237.0,2011.0,2,"(18, 35]",2,"(60000, 120000]"
5479,UT,84041.0,2,Layton,US,47664.0,28.3,60900.0,22141.0,41.09,-111.97,5631.0,40482.0,658.0,367.0,1318.0,312.0,3679.0,2,"(18, 35]",2,"(60000, 120000]"
5480,UT,84043.0,3,Lehi,US,55710.0,23.9,76938.0,23302.0,40.43,-111.82,3097.0,51915.0,121.0,244.0,772.0,727.0,2145.0,2,"(18, 35]",2,"(60000, 120000]"
5481,UT,84047.0,1,Fort Union,US,32277.0,31.0,50959.0,24202.0,40.62,-111.86,5234.0,26530.0,722.0,199.0,1116.0,228.0,2266.0,2,"(18, 35]",2,"(0, 60000]"
5482,UT,84057.0,2,Orem,US,38041.0,26.0,51749.0,18682.0,40.31,-111.7,7389.0,33523.0,297.0,187.0,703.0,311.0,2215.0,2,"(18, 35]",2,"(0, 60000]"
5483,UT,84060.0,2,Park City,US,8006.0,40.4,105553.0,65427.0,40.66,-111.51,1268.0,7580.0,78.0,9.0,206.0,0.0,8.0,3,"(35, 55]",3,"(60000, 120000]"
5484,UT,84065.0,1,Riverton,US,41744.0,31.0,85944.0,27513.0,40.51,-111.98,1704.0,39384.0,183.0,105.0,443.0,275.0,1375.0,2,"(18, 35]",2,"(60000, 120000]"
5485,UT,84070.0,4,Sandy,US,25864.0,32.8,61592.0,27021.0,40.59,-111.89,2469.0,22962.0,310.0,104.0,713.0,172.0,921.0,2,"(18, 35]",2,"(60000, 120000]"
5486,UT,84074.0,1,Tooele,US,46939.0,30.5,64626.0,23167.0,40.55,-112.3,2884.0,43147.0,351.0,572.0,393.0,102.0,1949.0,2,"(18, 35]",2,"(60000, 120000]"
5487,UT,84078.0,1,Vernal,US,29313.0,29.5,67788.0,24708.0,40.46,-109.54,2352.0,27565.0,194.0,461.0,64.0,51.0,994.0,2,"(18, 35]",2,"(60000, 120000]"
5488,UT,84084.0,2,West Jordan,US,36662.0,33.8,65685.0,25297.0,40.61,-111.98,3606.0,31882.0,501.0,353.0,1212.0,296.0,2137.0,2,"(18, 35]",2,"(60000, 120000]"
5489,UT,84087.0,1,Woods Cross,US,15095.0,30.7,79551.0,25519.0,40.86,-111.9,777.0,14207.0,66.0,18.0,157.0,70.0,830.0,2,"(18, 35]",2,"(60000, 120000]"
5490,UT,84088.0,2,West Jordan,US,37845.0,31.4,65678.0,22709.0,40.59,-111.94,3114.0,31802.0,734.0,530.0,931.0,578.0,1585.0,2,"(18, 35]",2,"(60000, 120000]"
5491,UT,84093.0,1,Sandy,US,23288.0,39.0,93103.0,37350.0,40.58,-111.84,790.0,21353.0,126.0,41.0,758.0,264.0,832.0,3,"(35, 55]",2,"(60000, 120000]"
5492,UT,84094.0,1,Sandy,US,28052.0,32.7,70364.0,26217.0,40.58,-111.86,1932.0,25170.0,115.0,64.0,744.0,87.0,1718.0,2,"(18, 35]",2,"(60000, 120000]"
5493,UT,84095.0,1,South Jordan,US,60489.0,31.4,93984.0,31368.0,40.54,-111.98,2100.0,55130.0,397.0,68.0,1616.0,420.0,3080.0,2,"(18, 35]",2,"(60000, 120000]"
5494,UT,84097.0,2,Orem,US,20923.0,30.2,73173.0,27166.0,40.28,-111.68,1903.0,19270.0,114.0,139.0,323.0,353.0,980.0,2,"(18, 35]",2,"(60000, 120000]"
5495,UT,84098.0,3,Park City,US,18301.0,40.6,114159.0,55250.0,40.75,-111.54,832.0,17061.0,103.0,95.0,538.0,14.0,501.0,3,"(35, 55]",3,"(60000, 120000]"
5496,UT,84101.0,6,Salt Lake City,US,4851.0,34.0,41890.0,38008.0,40.77,-111.89,1235.0,3520.0,254.0,71.0,275.0,228.0,199.0,2,"(18, 35]",1,"(0, 60000]"
5497,UT,84102.0,2,Salt Lake City,US,18047.0,29.3,38282.0,29213.0,40.76,-111.87,4297.0,14758.0,245.0,109.0,1658.0,36.0,1148.0,2,"(18, 35]",1,"(0, 60000]"
5498,UT,84106.0,3,Salt Lake City,US,35279.0,33.5,55837.0,28732.0,40.73,-111.86,4403.0,30625.0,1228.0,330.0,1369.0,465.0,1133.0,2,"(18, 35]",2,"(0, 60000]"
5499,UT,84107.0,2,Murray,US,33836.0,33.1,47413.0,25043.0,40.66,-111.88,5341.0,29545.0,847.0,489.0,965.0,251.0,1219.0,2,"(18, 35]",1,"(0, 60000]"
5500,UT,84108.0,3,Salt Lake City,US,20779.0,34.3,88083.0,49610.0,40.76,-111.83,2315.0,18263.0,28.0,66.0,1785.0,0.0,748.0,2,"(18, 35]",2,"(60000, 120000]"
5501,UT,84109.0,2,Salt Lake City,US,24185.0,36.2,77395.0,37916.0,41.03,-111.8,1790.0,22835.0,57.0,17.0,617.0,50.0,680.0,3,"(35, 55]",2,"(60000, 120000]"
5502,UT,84111.0,1,Salt Lake City,US,10909.0,34.6,30516.0,27370.0,40.77,-111.89,2844.0,8199.0,477.0,397.0,369.0,3.0,958.0,2,"(18, 35]",1,"(0, 60000]"
5503,UT,84112.0,2,Salt Lake City,US,2252.0,19.8,0.0,5187.0,40.77,-111.84,587.0,1649.0,38.0,28.0,411.0,15.0,122.0,2,"(18, 35]",1,
5504,UT,84115.0,3,South Salt Lake City,US,26309.0,31.0,32470.0,18550.0,40.73,-111.89,7513.0,18624.0,1205.0,921.0,2485.0,341.0,1620.0,2,"(18, 35]",1,"(0, 60000]"
5505,UT,84117.0,1,Salt Lake City,US,25147.0,38.9,63167.0,39111.0,40.67,-111.84,1932.0,23835.0,490.0,30.0,269.0,104.0,427.0,3,"(35, 55]",2,"(60000, 120000]"
5506,UT,84119.0,1,West Valley City,US,54519.0,29.9,44355.0,17012.0,40.7,-111.96,12553.0,30151.0,1661.0,950.0,2624.0,1749.0,4502.0,2,"(18, 35]",1,"(0, 60000]"
5507,UT,84120.0,1,West Valley City,US,50686.0,30.2,56486.0,18124.0,40.71,-112.02,9195.0,35198.0,765.0,464.0,2983.0,2174.0,3171.0,2,"(18, 35]",2,"(0, 60000]"
5508,UT,84121.0,3,Salt Lake City,US,41604.0,37.8,76858.0,39642.0,40.65,-111.8,2161.0,37835.0,249.0,199.0,1629.0,284.0,2277.0,3,"(35, 55]",2,"(60000, 120000]"
5509,UT,84122.0,3,Salt Lake City,US,0.0,0.0,0.0,0.0,40.79,-111.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
5510,UT,84123.0,1,Taylorsville,US,38684.0,32.0,49460.0,24028.0,40.65,-111.94,5994.0,29404.0,676.0,487.0,1752.0,594.0,2038.0,2,"(18, 35]",1,"(0, 60000]"
5511,UT,84128.0,1,West Valley City,US,27808.0,30.0,61838.0,18071.0,40.69,-112.05,3449.0,20583.0,533.0,143.0,799.0,821.0,1623.0,2,"(18, 35]",2,"(60000, 120000]"
5512,UT,84132.0,1,Salt Lake City,US,0.0,0.0,0.0,0.0,40.77,-111.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
5513,UT,84302.0,1,Brigham City,US,24253.0,32.3,52955.0,21714.0,41.51,-112.02,1934.0,22763.0,129.0,269.0,118.0,13.0,1387.0,2,"(18, 35]",2,"(0, 60000]"
5514,UT,84321.0,1,Logan,US,45611.0,24.1,40204.0,17692.0,41.72,-111.83,9869.0,39781.0,479.0,260.0,1295.0,260.0,2122.0,2,"(18, 35]",1,"(0, 60000]"
5515,UT,84341.0,1,Logan,US,21739.0,24.4,47286.0,22109.0,41.76,-111.83,3923.0,18870.0,195.0,67.0,1115.0,14.0,735.0,2,"(18, 35]",1,"(0, 60000]"
5516,UT,84403.0,3,South Ogden,US,37843.0,31.7,53383.0,25999.0,41.19,-111.94,6543.0,32901.0,551.0,541.0,722.0,84.0,2588.0,2,"(18, 35]",2,"(0, 60000]"
5517,UT,84404.0,1,Ogden,US,59051.0,31.0,51398.0,20734.0,41.25,-111.97,8222.0,51302.0,620.0,237.0,446.0,100.0,3083.0,2,"(18, 35]",2,"(0, 60000]"
5518,UT,84405.0,1,Riverdale,US,31472.0,32.8,57181.0,24851.0,41.18,-112.01,3174.0,28515.0,229.0,19.0,255.0,40.0,1457.0,2,"(18, 35]",2,"(0, 60000]"
5519,UT,84414.0,1,North Ogden,US,28311.0,33.0,75572.0,28372.0,41.3,-111.97,860.0,27204.0,123.0,233.0,132.0,41.0,1038.0,2,"(18, 35]",2,"(60000, 120000]"
5520,UT,84501.0,1,Price,US,13323.0,33.4,51641.0,21089.0,39.6,-110.82,1880.0,12034.0,136.0,144.0,131.0,14.0,782.0,2,"(18, 35]",2,"(0, 60000]"
5521,UT,84532.0,1,Moab,US,9604.0,39.4,40711.0,22839.0,38.57,-109.55,1779.0,8930.0,27.0,336.0,128.0,61.0,191.0,3,"(35, 55]",1,"(0, 60000]"
5522,UT,84660.0,1,Spanish Fork,US,40257.0,26.0,65633.0,19883.0,40.12,-111.65,2695.0,37926.0,162.0,160.0,108.0,159.0,1714.0,2,"(18, 35]",2,"(60000, 120000]"
5523,UT,84701.0,1,RICHFIELD,US,8838.0,30.5,41768.0,18450.0,38.76,-112.08,1409.0,8340.0,58.0,224.0,2.0,8.0,154.0,2,"(18, 35]",1,"(0, 60000]"
5524,UT,84720.0,1,Cedar City,US,20210.0,27.1,46546.0,19541.0,37.66,-113.08,4261.0,19053.0,32.0,398.0,215.0,40.0,661.0,2,"(18, 35]",1,"(0, 60000]"
5525,UT,84770.0,3,St. George,US,40799.0,32.8,44098.0,20851.0,37.13,-113.59,8200.0,36432.0,541.0,733.0,213.0,388.0,1477.0,2,"(18, 35]",1,"(0, 60000]"
5526,UT,84790.0,2,St. George,US,38822.0,37.9,56356.0,25026.0,37.11,-113.52,4008.0,35607.0,199.0,372.0,209.0,545.0,2222.0,3,"(35, 55]",2,"(0, 60000]"
5527,VA,20105.0,1,Aldie,US,15021.0,33.9,140865.0,46953.0,38.94,-77.55,161.0,8289.0,1539.0,18.0,3957.0,3.0,2009.0,2,"(18, 35]",3,"(120000, 180000]"
5528,VA,20109.0,3,Manassas,US,37332.0,31.8,64201.0,27563.0,38.79,-77.5,4094.0,23432.0,6402.0,128.0,3050.0,0.0,3825.0,2,"(18, 35]",2,"(60000, 120000]"
5529,VA,20110.0,2,Manassas,US,48019.0,33.6,75649.0,29621.0,38.76,-77.45,4488.0,34313.0,6836.0,160.0,2652.0,48.0,3347.0,2,"(18, 35]",2,"(60000, 120000]"
5530,VA,20112.0,1,Manassas,US,26867.0,40.7,134661.0,46841.0,38.68,-77.36,1137.0,21055.0,2748.0,116.0,1249.0,30.0,2578.0,3,"(35, 55]",3,"(120000, 180000]"
5531,VA,20120.0,1,Centerville,US,41180.0,36.8,112664.0,48409.0,38.85,-77.45,1822.0,23455.0,2375.0,0.0,12240.0,0.0,4511.0,3,"(35, 55]",3,"(60000, 120000]"
5532,VA,20121.0,1,Centerville,US,29835.0,33.1,89581.0,37268.0,38.84,-77.44,1607.0,14712.0,2672.0,84.0,8910.0,6.0,4063.0,2,"(18, 35]",2,"(60000, 120000]"
5533,VA,20124.0,1,Clifton,US,15620.0,41.8,170185.0,60266.0,38.83,-77.41,446.0,11852.0,535.0,24.0,2435.0,6.0,1264.0,3,"(35, 55]",4,"(120000, 180000]"
5534,VA,20132.0,2,Purcellville,US,17939.0,36.1,132266.0,44549.0,39.14,-77.69,697.0,16525.0,421.0,10.0,488.0,7.0,859.0,3,"(35, 55]",3,"(120000, 180000]"
5535,VA,20136.0,2,Bristow,US,31361.0,31.6,127860.0,39638.0,38.75,-77.55,963.0,22979.0,3616.0,81.0,2847.0,69.0,2415.0,2,"(18, 35]",3,"(120000, 180000]"
5536,VA,20147.0,3,Ashburn,US,61983.0,34.3,120523.0,48247.0,39.06,-77.47,2749.0,40841.0,5566.0,159.0,10387.0,68.0,6047.0,2,"(18, 35]",3,"(120000, 180000]"
5537,VA,20148.0,2,Broadlands,US,38831.0,33.5,165335.0,53829.0,39.03,-77.51,629.0,21062.0,2755.0,151.0,12192.0,4.0,3974.0,2,"(18, 35]",4,"(120000, 180000]"
5538,VA,20151.0,1,Chantilly,US,22203.0,35.9,118325.0,46321.0,38.89,-77.45,1967.0,12941.0,1602.0,34.0,5949.0,0.0,1248.0,3,"(35, 55]",3,"(60000, 120000]"
5539,VA,20152.0,3,South Riding,US,28574.0,34.4,141280.0,48796.0,38.92,-77.49,722.0,16009.0,1848.0,55.0,8755.0,13.0,3009.0,2,"(18, 35]",3,"(120000, 180000]"
5540,VA,20155.0,4,Gainesville,US,32716.0,36.4,124792.0,46827.0,38.81,-77.61,1081.0,23886.0,2950.0,277.0,3720.0,0.0,2775.0,3,"(35, 55]",3,"(120000, 180000]"
5541,VA,20164.0,4,Sterling Park,US,39222.0,33.6,85323.0,31515.0,39.03,-77.37,2770.0,22947.0,3600.0,144.0,5032.0,48.0,4171.0,2,"(18, 35]",2,"(60000, 120000]"
5542,VA,20165.0,2,Sterling,US,33519.0,38.4,132513.0,53334.0,39.04,-77.4,937.0,24053.0,2219.0,106.0,4863.0,14.0,2678.0,3,"(35, 55]",3,"(120000, 180000]"
5543,VA,20166.0,9,Sterling,US,10150.0,33.8,99438.0,40145.0,39.03,-77.42,795.0,4729.0,1119.0,11.0,2882.0,0.0,1100.0,2,"(18, 35]",2,"(60000, 120000]"
5544,VA,20169.0,2,Haymarket,US,22604.0,37.7,146588.0,52133.0,38.84,-77.64,579.0,17244.0,2333.0,8.0,1430.0,0.0,2681.0,3,"(35, 55]",3,"(120000, 180000]"
5545,VA,20170.0,3,Herndon,US,42818.0,34.9,113226.0,43719.0,38.97,-77.38,2903.0,25817.0,3794.0,77.0,6765.0,0.0,4220.0,2,"(18, 35]",3,"(60000, 120000]"
5546,VA,20171.0,4,Herndon,US,49067.0,34.8,140350.0,54827.0,38.95,-77.38,1300.0,26076.0,4713.0,154.0,15269.0,65.0,3861.0,2,"(18, 35]",3,"(120000, 180000]"
5547,VA,20176.0,5,Leesburg,US,50629.0,35.8,120256.0,47414.0,39.12,-77.47,2711.0,36058.0,4239.0,61.0,6313.0,42.0,3495.0,2,"(35, 55]",3,"(120000, 180000]"
5548,VA,20186.0,3,Warrenton,US,14713.0,42.5,78190.0,42510.0,38.73,-77.8,883.0,12343.0,1464.0,11.0,188.0,0.0,987.0,3,"(35, 55]",2,"(60000, 120000]"
5549,VA,20187.0,1,Warrenton,US,16511.0,41.5,118152.0,48101.0,38.73,-77.77,665.0,14937.0,923.0,0.0,263.0,0.0,732.0,3,"(35, 55]",3,"(60000, 120000]"
5550,VA,20190.0,6,Reston,US,18445.0,38.2,93581.0,58469.0,38.96,-77.34,2055.0,13142.0,2102.0,23.0,1999.0,0.0,1426.0,3,"(35, 55]",2,"(60000, 120000]"
5551,VA,20191.0,2,Reston,US,29362.0,39.1,109428.0,53553.0,38.94,-77.33,1964.0,21159.0,2996.0,138.0,2763.0,0.0,2645.0,3,"(35, 55]",3,"(60000, 120000]"
5552,VA,20194.0,1,Reston,US,13635.0,39.3,142837.0,75753.0,38.98,-77.35,417.0,11117.0,429.0,6.0,1572.0,0.0,837.0,3,"(35, 55]",3,"(120000, 180000]"
5553,VA,22003.0,2,Annandale,US,60058.0,39.4,95698.0,39320.0,38.83,-77.18,5340.0,36871.0,4196.0,230.0,12871.0,25.0,3986.0,3,"(35, 55]",2,"(60000, 120000]"
5554,VA,22015.0,4,Burke,US,45029.0,39.0,120770.0,45382.0,38.8,-77.28,1825.0,30593.0,2412.0,59.0,8437.0,42.0,3414.0,3,"(35, 55]",3,"(120000, 180000]"
5555,VA,22025.0,2,Dumfries,US,16897.0,41.1,113800.0,47535.0,38.6,-77.33,467.0,11152.0,3795.0,33.0,912.0,15.0,1314.0,3,"(35, 55]",3,"(60000, 120000]"
5556,VA,22030.0,5,Fairfax,US,57649.0,33.6,104677.0,45208.0,38.85,-77.3,3742.0,36140.0,5347.0,220.0,11942.0,33.0,4367.0,2,"(18, 35]",3,"(60000, 120000]"
5557,VA,22031.0,4,Merrifield,US,31445.0,36.5,104877.0,47711.0,38.88,-77.23,2097.0,18955.0,1664.0,15.0,8274.0,137.0,3286.0,3,"(35, 55]",3,"(60000, 120000]"
5558,VA,22032.0,1,Fairfax,US,29956.0,42.1,140253.0,50387.0,38.82,-77.28,1658.0,21621.0,1320.0,85.0,5147.0,0.0,2889.0,3,"(35, 55]",3,"(120000, 180000]"
5559,VA,22033.0,7,Fairfax,US,39359.0,34.9,107360.0,49880.0,38.88,-77.36,2403.0,24015.0,3666.0,70.0,9133.0,24.0,3892.0,2,"(18, 35]",3,"(60000, 120000]"
5560,VA,22041.0,4,Falls Church,US,29110.0,37.2,69272.0,34618.0,38.85,-77.12,4761.0,14692.0,4958.0,105.0,3811.0,24.0,2112.0,3,"(35, 55]",2,"(60000, 120000]"
5561,VA,22042.0,2,Falls Church,US,34215.0,35.9,98807.0,43185.0,38.87,-77.2,2234.0,19911.0,1563.0,64.0,6790.0,0.0,3649.0,3,"(35, 55]",2,"(60000, 120000]"
5562,VA,22043.0,1,Falls Church,US,25923.0,35.2,108433.0,50003.0,38.9,-77.2,1478.0,17005.0,781.0,61.0,4836.0,21.0,2444.0,2,"(35, 55]",3,"(60000, 120000]"
5563,VA,22044.0,3,Falls Church,US,14230.0,36.0,76650.0,41928.0,38.87,-77.14,1961.0,8768.0,978.0,38.0,2282.0,2.0,1001.0,3,"(35, 55]",2,"(60000, 120000]"
5564,VA,22046.0,3,Falls Church,US,17062.0,39.3,127321.0,63712.0,38.89,-77.17,403.0,12906.0,530.0,0.0,2103.0,0.0,1349.0,3,"(35, 55]",3,"(120000, 180000]"
5565,VA,22060.0,3,Fort Belvoir,US,10260.0,26.0,76753.0,30302.0,38.72,-77.14,436.0,6166.0,2299.0,0.0,368.0,27.0,1685.0,2,"(18, 35]",2,"(60000, 120000]"
